Gating Intensity;Mean Without Localization;Std Without Localization;Mean With Localization;Std With Localization
0.0;0.9461709196848671;0.010204580734000126;0.9461746473783179;0.010979964695891775
1.0;0.9492784648418546;0.010855692407842687;0.9516372163478145;0.012007511854801766
2.0;0.9525995110856489;0.01165100671542422;0.9559289940016658;0.013325175018535544
4.0;0.9647429315792252;0.013938980526216033;0.9701377697013062;0.017689100147129534
8.0;0.9900014800538202;0.02113568946057255;0.9929073156360486;0.026625122726405933
16.0;1.0049586606163998;0.025778236571315182;1.0034538799354327;0.02567818516526502
