Gating Intensity;Mean Without Localization;Std Without Localization;Mean With Localization;Std With Localization;Prior Mean;Prior Std
0.0;0.35147569444444443;0.00931739920820035;0.5272569444444445;0.02032148358374904;0.91171875;0.02197555162119999
1.0;0.23506944444444447;0.010645631747747152;0.4846354166666666;0.014363339656379823;0.91171875;0.02197555162119999
2.0;0.4106770833333333;0.01643686619272308;0.5735243055555557;0.012731810286158156;0.91171875;0.02197555162119999
4.0;0.7138888888888888;0.024797301768193503;0.7878472222222221;0.023461421833978414;0.91171875;0.02197555162119999
8.0;0.873263888888889;0.025357525810424372;0.9050347222222221;0.023833179776261475;0.91171875;0.02197555162119999
16.0;0.9017361111111111;0.022213479665304077;0.9183159722222223;0.021366826958163825;0.91171875;0.02197555162119999
